PLGDN;02.01.2006;07:30:00;RULED;SYLVIA;Netherlands;9166467;PEAX;3999;107.05;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE - GTK
PLGDN;08.01.2006;14:00:00;RULED;SERENADA;Lithuania;9201865;LYRR;2926;99.98;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE
PLGDN;17.01.2006;11:10:00;RULED;SERENADA;Lithuania;9201865;LYRR;2926;99.00;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE-GTK
PLGDN;24.01.2006;07:00:00;RULED;SERENADA;Lithuania;9201865;LYRR;2926;99.98;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE
PLGDN;25.01.2006;03:30:00;NOPOR;YARA GAS II;Norway;7509172;LAOL4;1744;71.00;Barwil Agencies Poland Branch Office Sopot;Bytomskie
PLGDN;30.01.2006;17:00:00;RULED;PETSAMO;Finland;7517545;OIHZ;2356;84.00;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE
PLGDN;05.02.2006;11:00:00;FIHEL;CONTAINERSHIPS V;Germany;9141118;DHEW;7550;151.09;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE - GTK
PLGDN;07.02.2006;09:00:00;RULED;PETSAMO;Finland;7517545;OIHZ;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE
PLGDN;10.02.2006;01:00:00;SHASI;ASCENSION;United States;8912857;WBAS;3972;97.80;Pol-Mare Sp. z o. o.;Nab. Rudowe
PLGDN;14.02.2006;00:20:00;FIHEL;PETSAMO;Finland;7517545;OIHZ;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE
PLGDN;18.02.2006;12:00:00;NOHRY;YARA GAS I;Norway;7711892;LAJC2;1744;72.00;Barwil Agencies Poland Branch Office Sopot;Bytomskie
