Kod portu;Data przybycia;Godzina przybycia;Kod portu, z którego jednostka przyp³ynê³a;Nazwa statku;Bandera;nr IMO;Sygna³ wywo³awczy;Pojemnoœæ brutto;D³ugoœæ;Agent;Nabrze¿e (miejsce zacumowania)
PLPLC;2014-09-19;21:05:00;PLSZZ;EVA;Antigua and Barbuda;9583859;V2FX8;3293;89.90;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-09-21;21:15:00;DESTA;ICELANDICA HAV;Bahamas;8128884;C6VC3;1513;82.31;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Barkowy
PLPLC;2014-09-23;07:30:00;LVVNT;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-09-23;18:00:00;DEHAM;VERONA;Antigua and Barbuda;8705254;V2UN;2184;82.50;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-09-23;17:25:00;PLSWI;DARIA;Cyprus;9065912;P3TC6;25190;186.45;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2014-09-25;05:00:00;NOJOS;WILSON FEDJE;Barbados;9491757;8PAH4;3561;89.97;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-09-26;15:30:00;DKFRC;BIJLBERG;Netherlands;9411836;PCPG;2281;88.97;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-09-28;20:55:00;DZAAE;PODLASIE;Bahamas;9346811;C6WT9;24109;189.98;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2014-09-28;22:30:00;GBSUN;PIRIN;Malta;9381861;9HXN8;13965;168.56;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2014-09-29;22:00:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-10-02;09:40:00;LVVNT;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-10-06;07:36:00;DZSKI;SIRAYA WISDOM;Panama;9403841;3EMJ4;12655;153.08;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2014-10-06;16:20:00;GBSHS;TINA;Netherlands;9466221;PBYP;2622;88.30;Wilhelmsen Ships Service Polska Sp. z o.o. ;Produktu
PLPLC;2014-10-12;04:00:00;LVVNT;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-10-20;01:20:00;LVVNT;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2014-10-20;09:30:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Barkowy
PLPLC;2014-10-22;04:45:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2014-10-22;13:00:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-10-25;08:12:00;DERSK;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2014-10-26;05:00:00;NOJOS;STAVFJORD;Netherlands;9321380;PBIZ;4206;113.76;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-10-27;17:30:00;RULED;VODLA 2;Russian Federation;8230572;UAKV;2457;114.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2014-10-29;15:35:00;LVVNT;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2014-11-02;18:45:00;LVVNT;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-04;20:45:00;SELAA;NINA 1;Saint Vincent and the Grenadines;8402668;J8B3047;998;77.96;Wilhelmsen Ships Service Polska Sp. z o.o. ;Produktu
PLPLC;2014-11-05;22:00:00;LVVNT;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-06;20:24:00;GBLIV;GENCO CHALLENGER;Hong Kong ;9287429;VRDK4;16978;169.26;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2014-11-07;17:30:00;LVVNT;VODLA-2;Russian Federation;8230572;UAKV;2457;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-09;23:55:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-11;19:30:00;LVVNT;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-13;14:25:00;LVVNT;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2466;114.02;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-16;23:20:00;NLAMS;BIMI;Bahamas;8914295;C6UJ9;2373;88.25;SMS MARITIME SERVICES Ltd.;Police Port Morski
PLPLC;2014-11-18;11:00:00;LVVNT;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-18;18:30:00;NLRTM;ALIANCA RIVER;Liberia;9135913;A8IJ2;25791;198.91;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2014-11-19;11:50:00;DZAAE;DIANA;Cyprus;9133769;P3PY7;25206;186.45;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2014-11-20;11:00:00;LVVNT;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-22;14:00:00;PLSZZ;KUGUAR;Poland;7020932;SPS2088;115;25.46;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-22;13:30:00;PLSZZ;WILSON CHATHAM;Antigua and Barbuda;9125059;V2CA5;2997;99.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2014-11-22;12:30:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-23;07:00:00;DERSK;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2014-11-25;20:30:00;LVVNT;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-25;09:00:00;PLSZZ;AMON;Poland;8225474;SQMD;330;35.68;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2014-11-26;05:00:00;LVVNT;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-11-26;11:00:00;NOJOS;AASHEIM;Gibraltar;9247106;ZDKD8;4112;107.05;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-11-27;17:30:00;DESTA;CELTICA HAV;Bahamas;8422022;C6UL3;1528;82.45;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2014-11-28;21:30:00;PLGDN;THURKUS;Cyprus;8915744;5BZJ2;2561;87.96;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-11-29;11:00:00;LVVNT;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-01;11:05:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-01;19:50:00;NLAMS;STRAMI;Bahamas;8922254;C6UN9;2373;88.25;SMS MARITIME SERVICES Ltd.;Police Port Morski
PLPLC;2014-12-02;12:10:00;LVVNT;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-02;15:50:00;DZAAE;POLESIE;Bahamas;9488097;C6XP3;24055;190.00;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2014-12-03;20:00:00;LTKLJ;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-04;22:00:00;LVVNT;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-05;17:55:00;SEKLR;RAMONA;Finland;8420713;OJNN;1279;74.80;NEPTUN AGENCY DARIUSZ JONCZEK;Police Port Morski
PLPLC;2014-12-06;14:30:00;SYTTS;STELLAR ATLANTIC;Antigua and Barbuda;9282948;V2QM3;11349;137.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2014-12-06;22:47:00;DEKEL;LIFANA;Netherlands;8315449;PFOC;1116;79.80;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-12-10;00:30:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-11;15:25:00;LVVNT;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-11;17:30:00;NOSTS;NORNE;Gibraltar;9082403;ZDGO2;3443;93.45;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-12-12;14:55:00;LVVNT;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-12;21:50:00;NOTSX;ATLANTIC;Faroe Islands;8002731;OZ2060;2199;79.77;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2014-12-15;05:10:00;PLSWI;ROYAL PESCADORES;Panama;9151400;3FIJ7;11246;148.17;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Port Morski
PLPLC;2014-12-16;15:00:00;PLSWI;GLORY OCEAN;Kiribati;8306929;T3LQ2;10511;145.50;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Port Morski
PLPLC;2014-12-17;09:55:00;ESTCI;MARYCAM SWAN;Panama;9409168;3EUF5;16808;154.17;Unibaltic Sp. z o.o.;Police Pomost
PLPLC;2014-12-17;21:00:00;LTKLJ;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-17;23:00:00;PLSZZ;ANNE;Bahamas;9118006;C6UH3;2035;89.91;NEPTUN AGENCY DARIUSZ JONCZEK;Police Port Morski
PLPLC;2014-12-19;01:00:00;LVVNT;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-20;11:30:00;PLSWI;MISTRAL;Antigua and Barbuda;6617855;V2HO;1064;67.90;AHLMANN ZERSSEN Sp. z o.o.;Police Port Morski
PLPLC;2014-12-21;20:30:00;PLSZZ;STEINAU;Antigua and Barbuda;9280691;V2BT9;2452;88.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2014-12-22;18:45:00;MACAS;PUCK;Bahamas;9594250;C6ZH4;24145;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2014-12-24;08:00:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;65.00;Ship-Service S.A.;Police Port Morski
PLPLC;2014-12-25;14:00:00;LVVNT;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-25;22:30:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-25;15:30:00;PLSZZ;SCANLARK;Saint Vincent and the Grenadines;8505915;J8B3399;1371;74.99;NEPTUN AGENCY DARIUSZ JONCZEK;Police Port Morski
PLPLC;2014-12-28;12:00:00;SNDKR;SIR WALTER;Philippines;9109550;DYLO;11193;148.17;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2014-12-28;13:00:00;BEGNE;STRANDJA;Malta;9564140;9HA2483;19865;186.00;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2014-12-29;15:00:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Barkowy
PLPLC;2014-12-30;08:20:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;65.00;Ship-Service S.A.;Police Port Morski
PLPLC;2014-12-30;10:10:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2014-12-31;15:30:00;NOJOS;AASLI;Gibraltar;9060778;ZDKD7;3968;99.95;Unibaltic Sp. z o.o.;Police Pomost
PLPLC;2015-01-02;10:25:00;ESLPA;LILA;Marshall Islands;9343819;V7HA8;7341;115.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-01-02;20:15:00;LVVNT;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-01-07;13:10:00;LVVNT;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-01-08;19:00:00;GBFAL;KOSZALIN;Bahamas;9594236;C6ZH2;24145;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-01-09;08:20:00;PLSZZ;AASTUN;Gibraltar;9321407;ZDPA4;4206;113.76;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-01-09;16:50:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-01-12;23:30:00;DEMUK;HANOI;Gibraltar;9463865;ZDKA7;1801;87.50;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-01-13;18:20:00;ESLPA;CENTURY HOPE;Panama;9223643;H3OA;9978;137.03;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-01-14;05:00:00;DKRNN;SIMON B;Antigua and Barbuda;8511029;V2GJ4;1578;82.10;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-01-14;19:40:00;ESSCI;PANTA RHEI;Netherlands;9489522;PBRB;2409;82.50;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2015-01-16;05:45:00;DERSK;RIX STAR;Latvia;9006277;YLJZ;2450;88.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-01-16;19:30:00;NLAMS;IMI;Bahamas;9063873;C6VT4;2715;89.90;SMS MARITIME SERVICES Ltd.;Police Port Morski
PLPLC;2015-01-17;23:00:00;DKAAL;NORRVIK;Isle of Man;7711907;ZQJA8;2041;80.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-01-20;00:01:00;PLSZZ;ANMAR S;Netherlands;9013062;PIFO ;1666;82.00;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-01-21;21:40:00;DEHUS;BIRGIT G;Antigua and Barbuda;9536064;V2QD5;2545;88.60;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-01-23;19:50:00;PLGDN;ROZTOCZE;Bahamas;9346835;C6WU3;24109;189.98;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-01-23;19:30:00;DEREN;ABIS BERGEN;Netherlands;9544932;PBPY;2978;89.95;Fast Baltic - Nawigator;Police Port Barkowy
PLPLC;2015-01-24;09:00:00;PLSZZ;CYKLOP;Poland;6605448;SQLI;186;28.50;Trans Baltic Spó³ka Cywilna;Produktu
PLPLC;2015-01-24;18:10:00;DKKOL;VIRAGE;Netherlands;9411824;PCOY;2281;88.97;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-01-29;01:30:00;DEVIW;HANOI;Gibraltar;9463865;ZDKA7;1801;87.50;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-01-31;11:30:00;DKSTR;SIMON B;Antigua and Barbuda;8511029;V2GJ4;1578;82.10;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-02-03;16:30:00;LVVNT;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-04;16:00:00;NLRTM;NAVIGATOR GALAXY;Liberia;9536363;D5DQ4;16823;154.17;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-02-04;21:55:00;LVVNT;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-05;06:15:00;NOHOL;KEGUMS;Norway;8813972;LAIR7;3555;104.03;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-02-05;14:50:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-06;03:00:00;DKKOG;SYLVE;Cyprus;8906286;P3ZM8;1999;82.04;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-02-08;13:10:00;DKODE;RIX STAR;Latvia;9006277;YLJZ;2450;88.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-02-11;17:30:00;LVVNT;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-12;11:00:00;DKKOG;HANOI;Gibraltar;9463865;ZDKA7;1801;87.50;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-02-13;02:00:00;SESOL;ELKE W;Antigua and Barbuda;9279070;V2DC3;2409;82.50;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-02-14;04:00:00;DKKOG;NORRVIK;Isle of Man;7711907;ZQJA8;2041;80.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-02-14;22:30:00;LVVNT;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-15;10:40:00;NOJOS;SORMOVSKIY 3053;Russian Federation;8222381;UIRT;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-16;15:30:00;DZAAE;SZCZECIN;Bahamas;9594224;C6ZH3;24145;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-02-20;06:40:00;NLAMS;FAUSTINA;Saint Vincent and the Grenadines;8817356;J8B2820;1999;82.04;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-02-20;19:30:00;NOJOS;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-21;11:25:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-22;04:20:00;GBLIV;PROKOPIS K;Marshall Islands;9117387;V7FX5;15164;153.00;SHIP-TRANS-TOURIST CONSULTING Sp.j. A. Ma³dyk;Police Port Morski
PLPLC;2015-02-22;23:35:00;SNDKR;ORLA;Malta;9154270;9HIQ6;11848;149.40;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-02-25;04:15:00;DESTA;EEMS DELFIA;Netherlands;8411633;PIZK;1132;79.25;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Barkowy
PLPLC;2015-02-25;16:00:00;LVVNT;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-02-27;10:45:00;GBNHO;THEA MARIEKE;Netherlands;9195418;PBDE;2311;82.50;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-02-28;08:00:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-02;22:15:00;PLSZZ;GLOBIA;Saint Vincent and the Grenadines;7823334;J8B2794;1095;66.15;Albers-Hansen Sp. z o.o.;Police Port Morski
PLPLC;2015-03-05;00:30:00;LVVNT;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-05;02:50:00;NLAMS;WILSON MARIN;Malta;7610103;9HRL6;3949;105.45;SMS MARITIME SERVICES Ltd.;Police Port Morski
PLPLC;2015-03-06;19:00:00;SESTE;MARYCAM SWAN;Panama;9409168;3EUF5;16808;154.17;Unibaltic Sp. z o.o.;Police Pomost
PLPLC;2015-03-07;12:30:00;NOJOS;SORMOVSKIY 3052;Russian Federation;8222379;UISO;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-08;02:20:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-09;11:15:00;DZAAE;DRAWSKO;Bahamas;9393450;C6XP2;20480;189.90;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-03-10;13:18:00;FRLRT;IVS TRIVIEW;Singapore;9400887;9V8078;20236;177.13;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-03-10;17:20:00;LVVNT;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-10;22:10:00;SEKLR;SNOWLARK;Saint Vincent and the Grenadines;8412417;J8B3277;1289;74.90;NEPTUN AGENCY DARIUSZ JONCZEK;Police Port Barkowy
PLPLC;2015-03-12;10:30:00;SEKLR;RMS GOOLE;Antigua and Barbuda;9213600;V2BJ4;2069;80.10;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-03-12;16:00:00;NOJOS;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-13;13:00:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;65.00;Ship-Service S.A.;Police Port Morski
PLPLC;2015-03-14;19:30:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-14;23:45:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-15;18:10:00;BEBON;LINNAU;Antigua and Barbuda;9280689;V2BO5;2461;88.00;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-03-15;21:00:00;DKODE;HANOI;Gibraltar;9463865;ZDKA7;1801;87.50;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-18;09:45:00;PLSZZ;PARTNER 1;Poland;BRAK   ;BRAK;330;74.00;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Barkowy
PLPLC;2015-03-19;16:25:00;DKGRE;BRUFJELL;Saint Vincent and the Grenadines;9115925;J8B5104;2846;90.33;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-03-20;12:00:00;PLSWI;ORAWA;Bahamas;9386926;C6XD8;24109;189.97;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-03-21;14:10:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-23;04:20:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-24;18:00:00;SEHAD;EVA;Antigua and Barbuda;9583859;V2FX8;3293;89.90;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-03-24;21:30:00;PLSWI;MARDINIK;Marshall Islands;9470571;V7TW9;23322;181.10;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-03-27;18:25:00;DZAAE;SOLINA;Bahamas;9496252;C6ZL4;20603;190.00;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-03-28;15:00:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-29;05:30:00;DEMUK;EEMS CHRYSTAL;Netherlands;9350460;PCJL;1945;87.58;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-03-30;17:00:00;NOJOS;SORMOVSKIY 3057;Russian Federation;8419635;UCVL;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-03-30;17:30:00;NL888;EEMS SPIRIT;Netherlands;9559626;PBTK;1862;87.20;POSEIDON FRACHTCONTOR JUNGE Sp. z o.o.;Produktu
PLPLC;2015-04-01;12:00:00;LVVNT;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-04-01;10:30:00;SNDKR;LUGANO;Switzerland;9244087;HBLX;12578;155.14;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-04-03;03:30:00;LVVNT;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-04-03;15:00:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-04-04;22:00:00;GBTIL;FRANCISCA;Antigua and Barbuda;9148166;V2CR7;2377;89.00;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-04-06;10:00:00;ILASH;STARA PLANINA ;Malta;9381873;9HTY8;25327;186.45;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-04-07;23:45:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-04-08;20:20:00;DZAAE;WADOWICE II;Bahamas;9488102;C6XW7;24055;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-04-09;17:00:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-04-16;15:30:00;NOJOS;SORMOVSKIY 3056;Russian Federation;8419623;UDBT;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-04-18;11:00:00;NOTSX;MARIT;Netherlands;9364148;PBLH;6046;122.04;Unibaltic Sp. z o.o.;Police Port Morski
