Kod portu;Data przybycia;Godzina przybycia;Kod portu, z którego jednostka przyp³ynê³a;Nazwa statku;Bandera;nr IMO;Sygna³ wywo³awczy;Pojemnoœæ brutto;D³ugoœæ;Agent;Nabrze¿e (miejsce zacumowania)
PLPLC;2015-04-21;10:06:00;GIGIB;OCCITAN SKY;Bahamas;9274355;C6Z2044;17944;178.43;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-04-25;05:55:00;LVVNT;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-04-27;17:12:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-04-28;10:30:00;ESLPA;DRACO;Malta;9084255;9HA2246;11264;148.17;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-04-28;16:30:00;LVVNT;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-04-28;08:00:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-04-29;21:40:00;DEFLF;EEMS DELTA;Netherlands;9015929;PCAT;999;63.55;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-04-30;04:00:00;NOJOS;SORMOVSKIY 3058;Russian Federation;8419647;UGYM;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-02;04:00:00;LVRIX;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-03;14:00:00;RULED;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-05;23:05:00;ESSCI;PHANTOM;Gibraltar;9226712;ZDEH5;2329;82.45;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2015-05-07;06:24:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-05-09;09:55:00;MACAS;DIANA;Cyprus;9133769;P3PY7;25206;186.45;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-05-10;20:10:00;RULED;VODLA-2;Russian Federation;8230572;UAKV;2457;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-13;20:30:00;NOJOS;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-14;01:30:00;LVRIX;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-16;10:30:00;SNDKR;SOLITAIRE I;Panama;9227962;H3FH;15609;159.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-05-17;09:45:00;LVVNT;IVAN SHCHEPETOV;Russian Federation;9111060;UACX;3376;102.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-17;18:12:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-05-21;16:40:00;DKSKA;PRAETORIUS;Cyprus;9470856;5BRS2;17018;169.37;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-05-23;09:45:00;RULED;VODLA-2;Russian Federation;8230572;UAKV;2457;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-25;09:30:00;LVRIX;SORMOVSKIY 3055;Russian Federation;8419611;UAAO;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-26;11:30:00;MACAS;PUCK;Bahamas;9594250;C6ZH4;24145;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-05-27;10:15:00;LVRIX;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-05-27;07:55:00;PLSZZ;PERSEUS;Lithuania;8616087;LYSS;1392;71.84;Morska Agencja Gdynia Sp. z o.o.;Police Port Barkowy
PLPLC;2015-05-27;18:42:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-05-28;05:30:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-05-29;02:00:00;NLTNZ;BELORUS;Russian Federation;9340855;UFJW;4182;108.33;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-05-29;17:30:00;DKKOL;FRANCISCA;Antigua and Barbuda;9148166;V2CR7;2377;89.00;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-06-02;08:30:00;LVRIX;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-06-02;22:30:00;DKSVE;WESTSUND;Denmark;7822421;OUJB2;366;33.24;POSEIDON FRACHTCONTOR JUNGE Sp. z o.o.;Police Port Morski
PLPLC;2015-06-03;16:30:00;DEREN;ANDRINA F ;Antigua and Barbuda;8919221;V2CQ;1568;81.90;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Barkowy
PLPLC;2015-06-04;18:45:00;NLRTM;BARNACLE;Cyprus;9409742;5BNK2;19814;185.13;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-06-05;19:50:00;RULED;VODLA-2;Russian Federation;8230572;UAKV;2457;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-06-08;06:00:00;DKKOG;HANOI;Gibraltar;9463865;ZDKA7;1801;87.50;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-06-10;18:30:00;DKAAL;ANDRINA F ;Antigua and Barbuda;8919221;V2CQ;1568;81.90;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Barkowy
PLPLC;2015-06-11;02:00:00;LVRIX;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-06-11;13:00:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-06-11;08:55:00;DZAAE;DORINE;Cyprus;9133783;P3ZS7;25065;186.45;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-06-11;19:00:00;SEHAD;EEMS DELTA;Netherlands;9015929;PCAT;999;63.55;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-06-11;14:00:00;NLAMS;LISA LEHMANN;Antigua and Barbuda;9325130;V2GL4;3183;89.98;SMS MARITIME SERVICES Ltd.;Police Port Morski
PLPLC;2015-06-13;16:40:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-06-15;21:10:00;PLGDY;HANZE GENDT;Netherlands;9605176;PCOH;24210;180.00;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-06-16;14:36:00;ESLPA;TALA;Marshall Islands;9181493;V7XD7;15349;158.50;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-06-18;14:30:00;PLSWI;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-06-20;17:00:00;MACAS;GDYNIA;Bahamas;9594248;C6ZG9;24145;189.90;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-06-21;17:05:00;LVRIX;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-06-23;10:30:00;DERSK;FRI STAR;Bahamas;8100636;C6RZ5;1499;82.45;Morska Agencja Gdynia Sp. z o.o.;Police Port Barkowy
PLPLC;2015-06-23;11:05:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-06-24;15:00:00;NOJOS;WILSON RYE;Barbados;7382677;8PRC;3883;103.60;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-06-24;19:00:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-06-27;11:00:00;LVRIX;SORMOVSKIY 3057;Russian Federation;8419635;UCVL;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-06-28;20:00:00;NOJOS;WILSON BREST;Malta;9126900;9HSV4;2446;88.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-06-28;17:48:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5831;115.89;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-06-30;08:00:00;LVRIX;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-01;10:00:00;PLGDN;AMADEUS;Saint Vincent and the Grenadines;9232498;J8B4062;1435;79.99;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-07-05;03:30:00;LVRIX;SORMOVSKIY 3057;Russian Federation;8419635;UCVL;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-06;20:40:00;DESTA;BONAY;Latvia;9033878;YLBV;1189;64.75;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2015-07-07;07:50:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-08;23:00:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-09;19:18:00;NLRTM;KEFALONIA;Marshall Islands;9449780;V7QR3;18096;169.54;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-07-12;21:00:00;LVRIX;SORMOVSKIY 3057;Russian Federation;8419635;UCVL;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-16;17:50:00;DZAAE;SZCZECIN;Bahamas;9594224;C6ZH3;24145;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-07-18;15:45:00;DERSK;KATRIN;Malta;9155987;9HA3001;3170;98.90;Unibaltic Sp. z o.o.;Surowca
PLPLC;2015-07-18;07:50:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-07-20;11:00:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-21;00:30:00;ESLPA;NICOLINA;Philippines;9167631;DUGO;15349;158.50;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-07-23;13:20:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-24;20:55:00;LVRIX;SORMOVSKIY 3067;Russian Federation;8704559;UBWC;3048;118.70;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-25;10:00:00;NOTSX;EDMY;Cook Islands;7926409;E5U2465;2768;85.86;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-07-26;18:20:00;MACAS;WARMIA;Bahamas;9285146;C6TY2;24109;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-07-27;06:10:00;USPIE;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-28;15:30:00;DEBKE;OCCITAN STAR;Bahamas;9255191;C6S2066;17944;178.43;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-07-29;10:00:00;LVRIX;IVAN SHCHEPETOV;Russian Federation;9111060;UACX;3376;102.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-07-30;14:30:00;PLSZZ;EDMY;Cook Islands;7926409;E5U2465;2768;85.86;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-07-31;19:00:00;SNDKR;RISING;Comoros;9084267;D6A2044;11263;148.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-08-01;12:35:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-03;09:00:00;PLSZZ;RONJA;Antigua and Barbuda;9434046;V2QL9;2979;89.95;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-08-05;02:00:00;LVRIX;SORMOVSKIY 3052;Russian Federation;8222379;UISO;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-06;06:35:00;FRLTT;NORDIC;Netherlands;9663001;PBGD;2690;92.90;AHLMANN ZERSSEN Sp. z o.o.;Police Port Barkowy
PLPLC;2015-08-07;10:30:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-07;01:15:00;PLSZZ;ANJA;Antigua and Barbuda;9115987;V2OX9;1996;84.80;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-08-07;21:00:00;SNDKR;NAREW;Liberia;9521813;A8ZQ6;13579;149.96;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-08-08;19:20:00;NLRTM;KLIFTRANS;Netherlands;9142497;P.C.D.B.;2224;87.99;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-08-09;17:00:00;LVRIX;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-11;14:45:00;RULED;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-11;15:00:00;SESOL;RMS WEDAU;Antigua and Barbuda;8503096;V2BU;1556;82.21;PJM SHIPPING & TRADING;Police Port Barkowy
PLPLC;2015-08-13;15:40:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-14;09:30:00;MACAS;KOSZALIN;Bahamas;9594236;C6ZH2;24145;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-08-15;15:00:00;RULED;SORMOVSKIY 3064;Russian Federation;8702252;UIYD;3048;118.70;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-15;18:35:00;PLGDN;LORE PRAHM;Germany;8915902;DCBT;1156;58.83;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-08-19;08:30:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;65.00;Ship-Service S.A.;Police Port Morski
PLPLC;2015-08-19;10:30:00;LVRIX;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-08-19;17:55:00;DELBC;LORE PRAHM;Germany;8915902;DCBT;1156;58.83;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-08-22;01:40:00;LTKLJ;LADY SALIHA;Marshall Islands;9449871;V7BM9;19999;178.70;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-08-23;13:00:00;LVRIX;SORMOVSKIY 3064;Russian Federation;8702252;UIYD;3048;118.70;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-23;20:30:00;DKAAL;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Barkowy
PLPLC;2015-08-25;20:40:00;DKAAR;THOPAS;Cyprus;9085481;5BGQ4;2561;87.96;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-08-27;11:00:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-08-30;09:30:00;NOTSX;WILSON LAHN;Barbados;9198458;8PUO;1559;83.20;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-08-30;19:20:00;RULED;SORMOVSKIY 3051;Russian Federation;8222367;UILG;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-08-30;17:55:00;ESLPA;RAGUVA;Lithuania;8908844;LYSH;11542;149.40;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-09-03;13:35:00;SNDKR;SIR HENRY;Philippines;9151383;DYIL;11194;148.17;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-09-03;10:45:00;RULED;EMSDOLLART;Antigua and Barbuda;9552044;V2FL3;3500;99.99;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-09-03;19:35:00;LVRIX;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-05;15:55:00;DENHA;FORSETI;Antigua and Barbuda;9041320;V2PV4;2416;84.95;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2015-09-05;13:50:00;PLSZZ;ANIA;Poland;BRAK   ;SR2619;220;56.66;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-09-06;22:30:00;LVRIX;SORMOVSKIY 3055;Russian Federation;8419611;UAAO;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-07;10:50:00;MACAS;ISOLDA;Cyprus;9180360;P3JE8;21387;199.90;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-09-10;01:20:00;RULED;GRAND;Saint Kitts and Nevis;8877253;V4SC;2516;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-11;06:45:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;65.00;Ship-Service S.A.;Police Port Morski
PLPLC;2015-09-12;03:45:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-13;19:00:00;NOOSL;VERA SU;Panama;8611219;H9YA;1984;89.29;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-09-13;20:30:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-18;15:00:00;NOJOS;WILSON LISBON;Cyprus;9617337;5BNU3;2589;89.92;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-09-20;02:00:00;RULED;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-22;22:00:00;RULED;GRAND;Saint Kitts and Nevis;8877253;V4SC;2516;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-24;08:00:00;DKHOR;EKMEN;Malta;9136888;9HA2019;4355;105.50;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-09-25;05:00:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-25;18:15:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-09-26;22:50:00;PLSZZ;TANJA;Antigua and Barbuda;8818623;V2PM5;2190;82.50;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-09-26;23:55:00;ESSCI;EEMS SOLAR;Netherlands;9559614;PBTJ;1862;87.20;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2015-09-28;21:50:00;NOJOS;WILSON TEES;Malta;9150535;9HKQ5;2446;88.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-09-30;11:50:00;RULED;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-04;05:50:00;MACAS;DORINE;Cyprus;9133783;P3ZS7;25065;186.45;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-10-04;13:30:00;RULED;SORMOVSKIY 3056;Russian Federation;8419623;UDBT;3041;119.20;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-06;13:30:00;RULED;GRAND;Saint Kitts and Nevis;8877253;V4SC;2516;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-06;13:00:00;PLSZZ;ANIA;Poland;BRAK   ;SR2619;220;56.66;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-10-08;18:00:00;DZAAE;ISADORA;Cyprus;9180372;P3LA8;21387;199.90;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-10-09;13:25:00;RULED;GALAN;Saint Kitts and Nevis;8844957;V4QK;2473;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-10;04:40:00;NOJOS;WILSON ALICANTE;Malta;9507374;9HA2539;2451;88.30;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-10-11;12:00:00;NOTSX;AMIRANTE;Saint Vincent and the Grenadines;7525334;J8B3712;2201;82.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Port Morski
PLPLC;2015-10-12;04:45:00;RULED;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-13;08:00:00;LTKLJ;NINA I;Saint Vincent and the Grenadines;8402668;J8B3047;998;77.96;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-14;06:00:00;LVRIX;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-14;02:00:00;PLSZZ;BONAY;Latvia;9033878;YLBV;1189;64.75;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-10-16;18:00:00;DKAAB;PEIKKO;Cyprus;8324684;P3CB8;1521;82.45;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-10-19;14:00:00;RULED;GRAND;Saint Kitts and Nevis;8877253;V4SC;2516;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-22;17:55:00;DEWIS;THOPAS;Cyprus;9085481;5BGQ4;2561;87.96;Unibaltic Sp. z o.o.;Police Port Morski
PLPLC;2015-10-24;11:30:00;LTKLJ;NAHIDE-M;Malta;9116319;9HA2592;18108;169.00;POL-AGENT SZCZECIN;Police Port Morski
PLPLC;2015-10-24;17:30:00;DKAAB;ERIC HAMMANN;Germany;9011985;DQFF;1156;58.70;Unibaltic Sp. z o.o.;Police Port Barkowy
PLPLC;2015-10-27;21:00:00;LVRIX;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-10-30;11:00:00;DZAAE;KOCIEWIE;Bahamas;9423798;C6XM5;24109;189.98;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-10-31;12:15:00;RULED;GRAND;Saint Kitts and Nevis;8877253;V4SC;2516;114.00;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-11-01;05:00:00;RULED;OMSKIY 137;Russian Federation;8873087;UANQ;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-11-05;07:20:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-11-05;06:40:00;NLRTM;FRAKT SUND;Cyprus;9374727;5BBD4;2967;89.95;SMS MARITIME SERVICES Ltd.;Police Port Morski
PLPLC;2015-11-07;13:00:00;NOTSX;LADY MATHILDE;Netherlands;9115975;PFWF;2561;87.00;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-11-07;11:30:00;PLSZZ;AGATA;Poland;BRAK   ;SR 2611;234;56.76;Oktan Energy & V/L Service;Police Port Morski
PLPLC;2015-11-07;11:00:00;MACAS;DARIA;Cyprus;9065912;P3TC6;25190;186.45;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-11-13;17:40:00;RULED;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-11-15;13:30:00;LVRIX;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-11-16;19:30:00;DEKEL;WILSON GARSTON;Barbados;9000833;8PSO;2270;82.30;SMS MARITIME SERVICES Ltd.;Police Port Morski
PLPLC;2015-11-17;01:00:00;RULED;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-11-19;13:00:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Barkowy
PLPLC;2015-11-21;17:00:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.36;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-11-23;12:10:00;RUULU;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
PLPLC;2015-11-23;17:30:00;NOJOS;WILSON ROUEN;Barbados;7414183;8PQS;3885;103.60;Trans Baltic Spó³ka Cywilna;Police Port Morski
PLPLC;2015-11-24;13:15:00;PLSZZ;PARTNER-1;Poland;BRAKNUM;BRAK;1746;74.00;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Barkowy
PLPLC;2015-11-24;15:12:00;GBHUL;NAVIGATOR GUSTO;Liberia;9531507;D5DQ2;16823;154.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-11-25;17:00:00;SEKOG;CORAL OBELIA;Liberia;9053816;D5HP4;3853;92.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Pomost
PLPLC;2015-11-25;09:15:00;PLGDN;SZCZECIN;Bahamas;9594224;C6ZH3;24145;189.99;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2015-11-27;08:00:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;65.00;Ship-Service S.A.;Police Port Morski
PLPLC;2015-11-27;07:20:00;RULED;OMSKIY 135;Russian Federation;8881723;UIWY;2528;108.40;Trans Baltic Spó³ka Cywilna;Police Port Barkowy
